"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster"
"SCPEP1",1.03923824185028E-287,0.906977096165496,0.531,0.191,2.53719624365328E-283,"Smooth_muscle_cells"
"DDAH2",1.06408791296481E-287,1.01700551511828,0.63,0.275,2.59786423071229E-283,"Smooth_muscle_cells"
"HCFC1R1",8.26339653574225E-287,0.903974034292033,0.588,0.232,2.01742563023611E-282,"Smooth_muscle_cells"
"VKORC1",1.88875313448954E-285,1.11680489592551,0.703,0.371,4.61120190254276E-281,"Smooth_muscle_cells"
"LMNA",4.43387887780078E-282,0.991202647585893,0.805,0.424,1.08248718922628E-277,"Smooth_muscle_cells"
"PRSS23",1.79813929335856E-278,0.883449132563618,0.49,0.158,4.3899772708056E-274,"Smooth_muscle_cells"
"ZBTB20",4.03468649393484E-274,0.947456686355597,0.698,0.321,9.85028360629252E-270,"Smooth_muscle_cells"
"EGR1",6.60755674978945E-274,1.4208724624903,0.627,0.28,1.6131689048936E-269,"Smooth_muscle_cells"
"LIMA1",2.52749976903086E-268,0.899388431854397,0.609,0.261,6.17063793611194E-264,"Smooth_muscle_cells"
"TPM1",8.30663935198922E-268,1.02233873346154,0.856,0.529,2.02798293139465E-263,"Smooth_muscle_cells"
"ITM2B",9.12107420835973E-268,0.878129148776973,0.955,0.788,2.22681905722894E-263,"Smooth_muscle_cells"
"SERPINH1",4.15898336248832E-267,0.857807680292047,0.558,0.209,1.0153741981179E-262,"Smooth_muscle_cells"
"TUBA1A",5.09556243858883E-262,1.03170855756445,0.671,0.298,1.24403061375708E-257,"Smooth_muscle_cells"
"QSOX1",4.71114123064817E-259,1.04607906458788,0.573,0.244,1.15017802005045E-254,"Smooth_muscle_cells"
"PTGDS",9.85447551919273E-257,2.24573829646293,0.32,0.084,2.40587165325571E-252,"Smooth_muscle_cells"
"FCGRT",1.3808581685479E-255,1.05881794815122,0.727,0.391,3.37122713269285E-251,"Smooth_muscle_cells"
"NR2F2",1.47615572938497E-254,0.920603995151336,0.418,0.134,3.60388659772047E-250,"Smooth_muscle_cells"
"ANXA5",8.84830419488704E-253,0.973650208208739,0.779,0.458,2.16022498613972E-248,"Smooth_muscle_cells"
"REXO2",8.27650003801721E-247,0.998906821479075,0.644,0.324,2.02062471928152E-242,"Smooth_muscle_cells"
"PSAP",2.1053013797518E-245,0.840546966499309,0.84,0.573,5.13988278852604E-241,"Smooth_muscle_cells"
"MGST1",1.48204157489534E-240,1.18098030903827,0.531,0.217,3.61825630094948E-236,"Smooth_muscle_cells"
"TMEM176A",2.68941947742537E-236,1.01479747586816,0.584,0.251,6.56594871218631E-232,"Smooth_muscle_cells"
"PLD3",1.2710086702967E-233,0.878666607983203,0.603,0.282,3.10304056766236E-229,"Smooth_muscle_cells"
"WNT2B",4.27307832248411E-230,0.772913830668916,0.35,0.104,1.04322934165127E-225,"Smooth_muscle_cells"
"CD81",2.4256884554296E-226,0.929392983168576,0.638,0.307,5.92207579508584E-222,"Smooth_muscle_cells"
"CPE",1.16404542018021E-224,0.819833454705748,0.275,0.066,2.84190048882796E-220,"Smooth_muscle_cells"
"LEPROT",6.30132572539115E-224,0.814421503159145,0.615,0.29,1.53840566259699E-219,"Smooth_muscle_cells"
"KLF4",1.70163833458615E-221,1.01634711570685,0.489,0.194,4.15437983005862E-217,"Smooth_muscle_cells"
"RCN1",4.71047817530234E-221,0.820791000250618,0.575,0.265,1.15001614171831E-216,"Smooth_muscle_cells"
"CD99",6.66698902187453E-220,1.0319312114576,0.775,0.507,1.62767869980045E-215,"Smooth_muscle_cells"
"CCL2",3.93470510708513E-219,1.26529319688432,0.357,0.108,9.60618904843764E-215,"Smooth_muscle_cells"
"ARID5B",1.42046336213582E-218,0.881164888580202,0.639,0.307,3.46791925231839E-214,"Smooth_muscle_cells"
"RHOB",1.37408752070424E-216,1.01782361007326,0.678,0.349,3.35469727304732E-212,"Smooth_muscle_cells"
"CD59",2.70627553497533E-215,0.892731785666512,0.756,0.45,6.60710109108876E-211,"Smooth_muscle_cells"
"MARCKS",7.83704375632893E-215,0.87121048319062,0.644,0.312,1.91333586267014E-210,"Smooth_muscle_cells"
"ADD3",5.22364760099078E-212,0.834583636594495,0.562,0.255,1.27530132530589E-207,"Smooth_muscle_cells"
"AHNAK",8.4394149706663E-210,0.883866447443559,0.677,0.358,2.06039877093847E-205,"Smooth_muscle_cells"
"RBP1",8.60782537763197E-210,0.830451177087183,0.335,0.1,2.10151448769507E-205,"Smooth_muscle_cells"
"DSTN",1.84071891168001E-207,0.809630750252779,0.853,0.546,4.49393115097559E-203,"Smooth_muscle_cells"
"TCEAL4",3.12797673896109E-207,0.809639457254041,0.588,0.274,7.6366424104996E-203,"Smooth_muscle_cells"
"RTN4",9.2044748133941E-207,0.853820269353315,0.773,0.481,2.24718048094203E-202,"Smooth_muscle_cells"
"ANXA1",1.48099641022125E-200,0.787960950113709,0.758,0.42,3.61570463591415E-196,"Smooth_muscle_cells"
"S100A4",2.01560711188578E-196,1.02230106636312,0.899,0.653,4.92090320295794E-192,"Smooth_muscle_cells"
"CALU",2.64085789757527E-187,0.790264944147965,0.576,0.288,6.44739047114027E-183,"Smooth_muscle_cells"
"NBL1",3.33935687114032E-185,0.793697573453198,0.528,0.235,8.15270586520198E-181,"Smooth_muscle_cells"
"PEBP1",1.95918407138202E-184,0.762762245735111,0.811,0.561,4.78315199187205E-180,"Smooth_muscle_cells"
"NUCKS1",9.5637867764159E-182,0.780131642498321,0.786,0.497,2.33490290359418E-177,"Smooth_muscle_cells"
"APOE",4.73015476820343E-178,1.32297425290565,0.414,0.165,1.15481998510919E-173,"Smooth_muscle_cells"
"NENF",7.78163000796158E-178,0.854791978476559,0.564,0.29,1.89980715014374E-173,"Smooth_muscle_cells"
"EMP3",2.42313850227089E-175,0.906204099821984,0.754,0.482,5.91585033944416E-171,"Smooth_muscle_cells"
"SPTBN1",3.17271644806399E-175,0.751844296177931,0.577,0.277,7.74586993630343E-171,"Smooth_muscle_cells"
"RARRES1",5.36221924908005E-172,0.948952474959659,0.3,0.096,1.3091322074704E-167,"Smooth_muscle_cells"
"CAV1",5.77641361364129E-171,0.803618260401593,0.44,0.172,1.41025361963439E-166,"Smooth_muscle_cells"
"A2M",2.36999864018919E-167,1.12363257705278,0.428,0.175,5.78611468015788E-163,"Smooth_muscle_cells"
"PIGT",3.19561277312442E-163,0.829269491049586,0.518,0.265,7.80176902430595E-159,"Smooth_muscle_cells"
"COL18A1",3.66045175505383E-160,0.798767990755702,0.355,0.127,8.93662691478843E-156,"Smooth_muscle_cells"
"TSC22D1",1.20213926770682E-152,0.948094984213515,0.605,0.321,2.93490280817944E-148,"Smooth_muscle_cells"
"ACTA2",1.33197300562449E-151,1.01402266451446,0.48,0.212,3.25187889593164E-147,"Smooth_muscle_cells"
"RNH1",3.70648369299574E-144,0.776233552395456,0.644,0.408,9.04900928807981E-140,"Smooth_muscle_cells"
"RND3",2.84690596936571E-141,0.864324980831286,0.343,0.137,6.95043623360945E-137,"Smooth_muscle_cells"
"ITM2A",1.23186679986221E-136,1.01739788721135,0.459,0.216,3.00747960518359E-132,"Smooth_muscle_cells"
"PLA2G2A",3.33503245105556E-133,1.7272221185847,0.277,0.097,8.14214822600703E-129,"Smooth_muscle_cells"
"MYC",7.79658507238371E-127,0.891810387359014,0.448,0.224,1.90345827957176E-122,"Smooth_muscle_cells"
"UAP1",4.50318057189012E-126,0.843660752665262,0.388,0.186,1.09940650482125E-121,"Smooth_muscle_cells"
"TAGLN",1.59029359227256E-121,0.909065079880734,0.419,0.191,3.88254277617422E-117,"Smooth_muscle_cells"
"ZFP36",1.7235525187118E-113,0.900211163572517,0.797,0.612,4.207881119183E-109,"Smooth_muscle_cells"
"JUN",3.7831764660682E-112,0.789917327411107,0.873,0.704,9.2362470242589E-108,"Smooth_muscle_cells"
"SOCS3",1.1375593928499E-95,0.830558496866324,0.431,0.23,2.77723750170374E-91,"Smooth_muscle_cells"
"CD55",2.67025094307461E-88,1.18811741119423,0.476,0.298,6.51915065242236E-84,"Smooth_muscle_cells"
"ADM",7.02000944607946E-83,0.765462280544838,0.278,0.126,1.71386510616584E-78,"Smooth_muscle_cells"
"NR4A1",5.68283824956508E-73,0.862659124684658,0.382,0.22,1.38740813024882E-68,"Smooth_muscle_cells"
"TCIM",5.46368640337747E-68,0.761006506336441,0.254,0.117,1.33390439852057E-63,"Smooth_muscle_cells"
"FOS",4.2785707577508E-64,0.873628098670967,0.768,0.702,1.04457026479728E-59,"Smooth_muscle_cells"
"RGS2",6.81944915176638E-60,0.770479252912971,0.416,0.245,1.66490031591224E-55,"Smooth_muscle_cells"
"SLPI",1.28559048477826E-45,1.65256028996928,0.305,0.183,3.13864060953766E-41,"Smooth_muscle_cells"
"CD3D",0,3.5757540592347,0.912,0.053,0,"T_cells"
"TRAC",0,3.49671693954564,0.89,0.109,0,"T_cells"
"KLRB1",0,3.17005649599537,0.524,0.044,0,"T_cells"
"TRBC1",0,3.03852458654893,0.551,0.037,0,"T_cells"
"CD2",0,2.97128276094253,0.783,0.037,0,"T_cells"
"TRBC2",0,2.74260119223065,0.671,0.061,0,"T_cells"
"IL32",0,2.62745856412853,0.9,0.397,0,"T_cells"
"CD3E",0,2.57051444905571,0.735,0.028,0,"T_cells"
"IL7R",0,2.47636987657298,0.556,0.057,0,"T_cells"
"CCL4",0,2.43266037047319,0.337,0.122,0,"T_cells"
"CD7",0,2.38110337800722,0.622,0.047,0,"T_cells"
"LTB",0,2.35785490006904,0.677,0.162,0,"T_cells"
"CCL5",0,2.33843513598767,0.775,0.597,0,"T_cells"
"GZMA",0,2.28329948150848,0.424,0.044,0,"T_cells"
"NKG7",0,2.14663513530372,0.344,0.059,0,"T_cells"
"CXCR4",0,2.06149643369001,0.862,0.296,0,"T_cells"
"PTPRC",0,2.04761497796286,0.764,0.196,0,"T_cells"
"RGS1",0,2.04433842414989,0.724,0.312,0,"T_cells"
"FYB1",0,2.04387989014118,0.655,0.103,0,"T_cells"
"CD3G",0,2.03297230095735,0.543,0.014,0,"T_cells"
"CD52",0,2.0139609730415,0.901,0.265,0,"T_cells"
"LCK",0,1.98848870177416,0.597,0.059,0,"T_cells"
"CD69",0,1.98763491054308,0.714,0.182,0,"T_cells"
"EVL",0,1.95794439533566,0.699,0.179,0,"T_cells"
"BTG1",0,1.95306365271211,0.959,0.698,0,"T_cells"
"CORO1A",0,1.88079995168411,0.833,0.303,0,"T_cells"
"CORO1B",0,1.86297939304242,0.888,0.526,0,"T_cells"
"HCST",0,1.86155559647491,0.722,0.187,0,"T_cells"
"SPOCK2",0,1.79426636624055,0.452,0.032,0,"T_cells"
"CYTIP",0,1.78963155813826,0.651,0.203,0,"T_cells"
"ACAP1",0,1.76373428447763,0.633,0.164,0,"T_cells"
"CST7",0,1.71924727535801,0.377,0.043,0,"T_cells"
"BATF",0,1.61617539535754,0.337,0.071,0,"T_cells"
"IL2RG",0,1.59924520194327,0.535,0.2,0,"T_cells"
"ARHGDIB",0,1.57919110373993,0.812,0.402,0,"T_cells"
"TIGIT",0,1.55206188146851,0.323,0.016,0,"T_cells"
"ID2",0,1.5492507755676,0.572,0.387,0,"T_cells"
"RAC2",0,1.53364626425616,0.655,0.27,0,"T_cells"
"GMFG",0,1.50755198681232,0.706,0.316,0,"T_cells"
"TNFRSF18",0,1.49216672717721,0.262,0.089,0,"T_cells"
"RORA",0,1.47954815307489,0.391,0.093,0,"T_cells"
"SLA",0,1.46588987933806,0.445,0.09,0,"T_cells"
"PIK3IP1",0,1.45614881145298,0.455,0.118,0,"T_cells"
"BCL11B",0,1.45497702895252,0.381,0.046,0,"T_cells"
"PPP2R5C",0,1.43268254199747,0.588,0.385,0,"T_cells"
"CLEC2D",0,1.42064633808217,0.452,0.134,0,"T_cells"
"GPR171",0,1.41315528428937,0.302,0.017,0,"T_cells"
"LAT",0,1.39031690762942,0.396,0.045,0,"T_cells"
"RARRES3",0,1.36921855389268,0.591,0.316,0,"T_cells"
"BIRC3",0,1.35954098821454,0.462,0.236,0,"T_cells"
"GIMAP7",0,1.35873057621655,0.407,0.084,0,"T_cells"
"IKZF1",0,1.3535807307553,0.465,0.124,0,"T_cells"
"CD48",0,1.35290648888113,0.591,0.229,0,"T_cells"
"CD27",0,1.33987765004334,0.438,0.161,0,"T_cells"
"TRAF3IP3",0,1.31515448062159,0.436,0.103,0,"T_cells"
"CTSW",0,1.31200560238124,0.262,0.045,0,"T_cells"
"DUSP2",0,1.30771579695128,0.263,0.085,0,"T_cells"
"PTPRCAP",0,1.29902817808973,0.595,0.19,0,"T_cells"
"TBC1D10C",0,1.29817022229114,0.419,0.086,0,"T_cells"
"SARAF",0,1.28409383742368,0.79,0.642,0,"T_cells"
"TNFAIP3",0,1.27954952878063,0.442,0.189,0,"T_cells"
"STK4",0,1.27593507576678,0.549,0.305,0,"T_cells"
"CD247",0,1.27457072748252,0.355,0.021,0,"T_cells"
"GZMM",0,1.27039796161202,0.3,0.013,0,"T_cells"
"LEPROTL1",0,1.248947854371,0.485,0.283,0,"T_cells"
"SRGN",0,1.24259279127723,0.889,0.433,0,"T_cells"
"CKLF",0,1.24113034892118,0.58,0.436,0,"T_cells"
"TSC22D3",0,1.23771408581426,0.851,0.615,0,"T_cells"
"B2M",0,1.23467103391588,1,0.99,0,"T_cells"
"STK17A",0,1.23187564414753,0.495,0.211,0,"T_cells"
"GIMAP4",0,1.21148164940962,0.395,0.108,0,"T_cells"
"ZFP36L2",0,1.20404626990945,0.68,0.607,0,"T_cells"
"ETS1",0,1.20355602932081,0.414,0.136,0,"T_cells"
"PTPN7",0,1.20133361384924,0.356,0.092,0,"T_cells"
"STK17B",0,1.18822929460593,0.467,0.226,0,"T_cells"
"HLA-A",0,1.18660813597723,0.978,0.877,0,"T_cells"
"CD96",0,1.16498325930528,0.468,0.262,0,"T_cells"
"TXNIP",0,1.16363566137194,0.828,0.7,0,"T_cells"
"LIMD2",0,1.13403356221292,0.51,0.205,0,"T_cells"
"FYN",0,1.12266789427291,0.343,0.112,0,"T_cells"
"PRDM1",0,1.12231832764357,0.372,0.197,0,"T_cells"
"RHOH",0,1.11737512212794,0.437,0.145,0,"T_cells"
"APOBEC3G",0,1.11620946868273,0.295,0.112,0,"T_cells"
"TRAT1",0,1.11050319732263,0.25,0.006,0,"T_cells"
"SEPT6",0,1.10669230182842,0.437,0.197,0,"T_cells"
"SIT1",0,1.09318840374815,0.306,0.048,0,"T_cells"
"SKAP1",0,1.08996477478494,0.309,0.061,0,"T_cells"
"ITM2A",0,1.08846447623894,0.426,0.165,0,"T_cells"
"IKZF3",0,1.07435419357533,0.459,0.289,0,"T_cells"
"GPSM3",0,1.04610870981923,0.491,0.228,0,"T_cells"
"CD6",0,1.04300444994958,0.254,0.01,0,"T_cells"
"SEPT1",0,1.04233910075968,0.369,0.145,0,"T_cells"
"TMSB4X",0,1.0238326244221,1,0.995,0,"T_cells"
"LSP1",0,1.01893117016849,0.571,0.338,0,"T_cells"
"HLA-C",0,1.01195172121649,0.959,0.849,0,"T_cells"
"KLF6",0,1.00844274064263,0.701,0.574,0,"T_cells"
"CD53",0,1.00370469378724,0.508,0.228,0,"T_cells"
"RPS27",0,0.97911556581372,0.998,0.991,0,"T_cells"
"PBXIP1",0,0.975146373400604,0.3,0.14,0,"T_cells"
"ALOX5AP",0,0.966367642537638,0.46,0.17,0,"T_cells"
"KIAA1551",0,0.961629713093303,0.329,0.165,0,"T_cells"
"ICAM3",0,0.95981866310974,0.432,0.282,0,"T_cells"
"FXYD5",0,0.959747616276289,0.653,0.534,0,"T_cells"
"SLFN5",0,0.958608145411181,0.297,0.119,0,"T_cells"
"EVI2A",0,0.957182394834004,0.377,0.171,0,"T_cells"
"ARL4C",0,0.953511563332362,0.297,0.11,0,"T_cells"
"TPGS1",0,0.951614430488058,0.612,0.505,0,"T_cells"
"PRKCH",0,0.940050765807891,0.267,0.05,0,"T_cells"
"HLA-E",0,0.938526414202897,0.851,0.728,0,"T_cells"
"SH3BGRL3",0,0.936113377248459,0.876,0.748,0,"T_cells"
"BIN2",0,0.934813199201122,0.288,0.097,0,"T_cells"
"RPS29",0,0.933716198200589,0.964,0.946,0,"T_cells"
"LAPTM5",0,0.920778793642043,0.706,0.283,0,"T_cells"
"CELF2",0,0.912796945208055,0.403,0.233,0,"T_cells"
"S100A4",0,0.911600621164043,0.853,0.604,0,"T_cells"
"UCP2",0,0.906621754402666,0.376,0.189,0,"T_cells"
"HLA-F",0,0.905536215024956,0.436,0.301,0,"T_cells"
"FNBP1",0,0.897801808649152,0.399,0.245,0,"T_cells"
"WIPF1",0,0.893122206942868,0.351,0.191,0,"T_cells"
"AAK1",0,0.891813453669875,0.32,0.178,0,"T_cells"
"JUNB",0,0.889724275742428,0.75,0.692,0,"T_cells"
"PSMB9",0,0.88217742333551,0.588,0.487,0,"T_cells"
"LCP1",0,0.874904621636277,0.397,0.155,0,"T_cells"
"DOK2",0,0.866206412033803,0.264,0.071,0,"T_cells"
"GOLGA8B",0,0.858267577312075,0.393,0.191,0,"T_cells"
"AL121845.3",0,0.848587595988931,0.447,0.313,0,"T_cells"
"PPP1R18",0,0.846295427333943,0.349,0.191,0,"T_cells"
"HLA-B",0,0.83516961560116,0.973,0.883,0,"T_cells"
"EMB",0,0.834268528006434,0.278,0.124,0,"T_cells"
"SAMSN1",0,0.826248827454504,0.342,0.135,0,"T_cells"
"LDHB",0,0.826185391347871,0.619,0.541,0,"T_cells"
"MYO1F",0,0.818323333642329,0.25,0.093,0,"T_cells"
"ITGB2",0,0.810766390588885,0.385,0.161,0,"T_cells"
"NFKBIA",0,0.810026364509036,0.677,0.628,0,"T_cells"
"PFN1",0,0.798176375897061,0.942,0.857,0,"T_cells"
"DDX5",0,0.787677293016095,0.828,0.775,0,"T_cells"
"DOCK8",0,0.784623142393648,0.284,0.131,0,"T_cells"
"RHOF",0,0.783804958112812,0.294,0.152,0,"T_cells"
"RPS26",0,0.78226380749145,0.932,0.934,0,"T_cells"
"HCLS1",0,0.772831189690369,0.334,0.17,0,"T_cells"
"ARL6IP5",2.89705888168555E-307,0.79413388933179,0.579,0.504,7.0728795537471E-303,"T_cells"
"TNFRSF1B",1.97919718287332E-302,0.821520046352383,0.25,0.116,4.83201200226691E-298,"T_cells"
"COTL1",2.62849044500236E-285,0.807446770794902,0.425,0.283,6.41719657242875E-281,"T_cells"
"ABRACL",1.06601577507317E-274,0.82421308020281,0.463,0.368,2.60257091326363E-270,"T_cells"
"CCND3",6.57031688353369E-271,0.77693777592476,0.317,0.186,1.60407716394592E-266,"T_cells"
"ANKRD12",2.19108980622652E-255,0.86881356203573,0.504,0.437,5.34932665292143E-251,"T_cells"
"PPP1R2",3.0992865540853E-255,0.919908472799617,0.443,0.359,7.56659819314386E-251,"T_cells"
"CDC42SE2",1.08589974158519E-241,0.854825245072903,0.364,0.255,2.65111562910608E-237,"T_cells"
"ARHGEF1",3.28818008927678E-238,0.805893896857642,0.306,0.191,8.02776286996032E-234,"T_cells"
"TUBA4A",4.78282234436767E-230,0.805043963824311,0.352,0.239,1.16767824715392E-225,"T_cells"
"RNF213",2.13680098965708E-221,0.88311449449844,0.405,0.316,5.21678593614879E-217,"T_cells"
"SYNE2",2.32508667320001E-221,0.883666509893079,0.397,0.296,5.6764666039505E-217,"T_cells"
"SRSF7",1.24745724796802E-212,0.808176472906549,0.539,0.51,3.04554212518913E-208,"T_cells"
"DDX24",2.51476285027393E-212,0.804510498193681,0.498,0.454,6.13954202265878E-208,"T_cells"
"PCSK7",5.35165209666331E-196,0.757103478230659,0.52,0.475,1.30655234287938E-191,"T_cells"
"CREM",1.27329719436267E-188,0.935371036658545,0.293,0.192,3.10862777031701E-184,"T_cells"
"CARD16",1.76912144438191E-188,0.79942088615862,0.354,0.253,4.31913309431399E-184,"T_cells"
"ELF1",3.68050322410119E-159,0.753715961781229,0.426,0.372,8.98558057132065E-155,"T_cells"
"DNAJB1",1.18804800864148E-146,1.11770539807593,0.435,0.394,2.90050040829732E-142,"T_cells"
"ODF2L",1.24473169340188E-145,0.793662553484069,0.349,0.278,3.03888795627135E-141,"T_cells"
"HMGB2",1.37890698005015E-144,0.750437848315657,0.416,0.342,3.36646350109443E-140,"T_cells"
"KLRD1",2.97096272187881E-142,1.06469405507178,0.252,0.166,7.25330838919492E-138,"T_cells"
"RBPJ",1.25367345711918E-66,0.839751188016091,0.349,0.334,3.06071837821077E-62,"T_cells"
"ACTA2",0,3.55325656294981,0.696,0.198,0,"Tissue_stem_cells"
"CXCL14",0,3.50774364642072,0.302,0.063,0,"Tissue_stem_cells"
"TAGLN",0,3.48468944148405,0.704,0.174,0,"Tissue_stem_cells"
"MYL9",0,3.17433565432838,0.819,0.206,0,"Tissue_stem_cells"
"TPM2",0,3.03354097181955,0.858,0.161,0,"Tissue_stem_cells"
"CALD1",0,3.01091804700375,0.964,0.217,0,"Tissue_stem_cells"
"RGS5",0,2.89262321054502,0.347,0.035,0,"Tissue_stem_cells"
"ADIRF",0,2.72467551052694,0.632,0.298,0,"Tissue_stem_cells"
"IGFBP7",0,2.5711389200665,0.95,0.297,0,"Tissue_stem_cells"
"MYH11",0,2.47697520398695,0.347,0.03,0,"Tissue_stem_cells"
"PPP1R14A",0,2.4693897190872,0.592,0.051,0,"Tissue_stem_cells"
"MT2A",0,2.28406734652205,0.785,0.507,0,"Tissue_stem_cells"
"IGFBP5",0,2.27400518386409,0.56,0.116,0,"Tissue_stem_cells"
"NDUFA4L2",0,2.19050311866846,0.371,0.044,0,"Tissue_stem_cells"
"COL6A2",0,2.17743834795055,0.848,0.175,0,"Tissue_stem_cells"
"PLN",0,2.14199760443651,0.33,0.023,0,"Tissue_stem_cells"
"COL3A1",0,2.06297771180091,0.81,0.212,0,"Tissue_stem_cells"
"COL4A1",0,2.03871310406697,0.58,0.12,0,"Tissue_stem_cells"
"BGN",0,2.03341654179011,0.645,0.143,0,"Tissue_stem_cells"
"ACTG2",0,2.03128101952845,0.269,0.027,0,"Tissue_stem_cells"
"DSTN",0,2.01094523942683,0.861,0.543,0,"Tissue_stem_cells"
"MYLK",0,1.97924958613942,0.553,0.114,0,"Tissue_stem_cells"
"TIMP1",0,1.97668725079988,0.884,0.565,0,"Tissue_stem_cells"
"SELENOM",0,1.95490341505046,0.883,0.392,0,"Tissue_stem_cells"
"TPM1",0,1.94661174686,0.867,0.525,0,"Tissue_stem_cells"
"SPARCL1",0,1.92238409945509,0.698,0.161,0,"Tissue_stem_cells"
"SOD3",0,1.87024430734457,0.621,0.135,0,"Tissue_stem_cells"
"COL4A2",0,1.8465220562475,0.646,0.13,0,"Tissue_stem_cells"
"NNMT",0,1.83271448985628,0.706,0.165,0,"Tissue_stem_cells"
"RARRES2",0,1.81979433674582,0.763,0.21,0,"Tissue_stem_cells"
"MFGE8",0,1.81050608328063,0.704,0.156,0,"Tissue_stem_cells"
"COL6A1",0,1.80914576144315,0.723,0.183,0,"Tissue_stem_cells"
"PDGFRB",0,1.77698413500201,0.548,0.062,0,"Tissue_stem_cells"
"COL18A1",0,1.73854859930447,0.566,0.113,0,"Tissue_stem_cells"
"CAV1",0,1.73330268376107,0.684,0.156,0,"Tissue_stem_cells"
"FRZB",0,1.72983946465022,0.372,0.036,0,"Tissue_stem_cells"
"COL1A1",0,1.72722708219477,0.771,0.225,0,"Tissue_stem_cells"
"FN1",0,1.71819597156436,0.652,0.253,0,"Tissue_stem_cells"
"COL1A2",0,1.70852733591528,0.83,0.231,0,"Tissue_stem_cells"
"SPARC",0,1.69365297743944,0.837,0.265,0,"Tissue_stem_cells"
"TSC22D1",0,1.67232315367865,0.716,0.312,0,"Tissue_stem_cells"
"LGALS1",0,1.64083842001542,0.984,0.633,0,"Tissue_stem_cells"
"CRISPLD2",0,1.6397868610332,0.578,0.084,0,"Tissue_stem_cells"
"NOTCH3",0,1.63889538548402,0.448,0.042,0,"Tissue_stem_cells"
"CSRP2",0,1.63738852466336,0.387,0.051,0,"Tissue_stem_cells"
"FILIP1L",0,1.63491451962419,0.575,0.103,0,"Tissue_stem_cells"
"C1S",0,1.62972684934437,0.708,0.147,0,"Tissue_stem_cells"
"POSTN",0,1.62429135579008,0.389,0.072,0,"Tissue_stem_cells"
"A2M",0,1.61193120793799,0.669,0.16,0,"Tissue_stem_cells"
"MT1M",0,1.6093317774584,0.311,0.07,0,"Tissue_stem_cells"
"CAVIN3",0,1.60513953639844,0.693,0.225,0,"Tissue_stem_cells"
"FLNA",0,1.56258003995575,0.655,0.266,0,"Tissue_stem_cells"
"IFITM3",0,1.56096976853109,0.945,0.507,0,"Tissue_stem_cells"
"ID3",0,1.54894301839497,0.601,0.269,0,"Tissue_stem_cells"
"CCL2",0,1.51410224965951,0.394,0.103,0,"Tissue_stem_cells"
"CSRP1",0,1.5050747798266,0.547,0.231,0,"Tissue_stem_cells"
"MCAM",0,1.49287187919557,0.379,0.051,0,"Tissue_stem_cells"
"CNN3",0,1.47203839789536,0.731,0.195,0,"Tissue_stem_cells"
"THY1",0,1.46925070373268,0.465,0.122,0,"Tissue_stem_cells"
"COL6A3",0,1.4454296077415,0.538,0.142,0,"Tissue_stem_cells"
"COL5A2",0,1.44473869937134,0.533,0.098,0,"Tissue_stem_cells"
"SDC2",0,1.44006208095842,0.629,0.122,0,"Tissue_stem_cells"
"CTGF",0,1.43484574987861,0.474,0.151,0,"Tissue_stem_cells"
"TMEM110-MUSTN1",0,1.43332447871882,0.277,0.042,0,"Tissue_stem_cells"
"EGR1",0,1.42569612213455,0.621,0.276,0,"Tissue_stem_cells"
"CAVIN1",0,1.41765831461139,0.668,0.18,0,"Tissue_stem_cells"
"PHLDA1",0,1.40326296961849,0.576,0.216,0,"Tissue_stem_cells"
"C1R",0,1.39147664572455,0.682,0.152,0,"Tissue_stem_cells"
"MAP1B",0,1.38134517197018,0.429,0.067,0,"Tissue_stem_cells"
"VIM",0,1.36611546894817,0.962,0.685,0,"Tissue_stem_cells"
"PDLIM3",0,1.35950968766012,0.489,0.073,0,"Tissue_stem_cells"
"SYNPO2",0,1.35934022414148,0.341,0.029,0,"Tissue_stem_cells"
"LUM",0,1.34825499570035,0.579,0.216,0,"Tissue_stem_cells"
"CNN1",0,1.34208102281948,0.288,0.035,0,"Tissue_stem_cells"
"ITGB1",0,1.3420205481545,0.819,0.426,0,"Tissue_stem_cells"
"MMP2",0,1.338808656335,0.47,0.147,0,"Tissue_stem_cells"
"TGFBI",0,1.33523530773979,0.579,0.187,0,"Tissue_stem_cells"
"COX7A1",0,1.33029091578625,0.563,0.111,0,"Tissue_stem_cells"
"EMILIN1",0,1.32427578809518,0.522,0.083,0,"Tissue_stem_cells"
"AEBP1",0,1.32306774493374,0.623,0.128,0,"Tissue_stem_cells"
"TGFB1I1",0,1.32182139484856,0.562,0.111,0,"Tissue_stem_cells"
"SERPINH1",0,1.31280059560446,0.577,0.204,0,"Tissue_stem_cells"
"SERPING1",0,1.30710158717485,0.708,0.172,0,"Tissue_stem_cells"
"PCOLCE",0,1.30532952469775,0.576,0.129,0,"Tissue_stem_cells"
"HSPB1",0,1.30314224488096,0.889,0.592,0,"Tissue_stem_cells"
"PALLD",0,1.30261933394406,0.533,0.116,0,"Tissue_stem_cells"
"LPP",0,1.29951400967954,0.71,0.373,0,"Tissue_stem_cells"
"LHFPL6",0,1.29550023345811,0.479,0.1,0,"Tissue_stem_cells"
"NR2F2",0,1.27508296827648,0.456,0.129,0,"Tissue_stem_cells"
"FHL1",0,1.2534633623402,0.505,0.106,0,"Tissue_stem_cells"
"CYR61",0,1.23580786334048,0.438,0.131,0,"Tissue_stem_cells"
"CRYAB",0,1.23370024051534,0.476,0.092,0,"Tissue_stem_cells"
